company_name,website_url,business_description,main_products_services,talent_values,ceo_message,crawl_success,error
에니트,https://enitt.co.kr,에니트는 AI 기반의 광섬유 분포 센싱 기술을 활용하여 안전 모니터링 시스템과 에너지 관리 솔루션을 제공하는 기업입니다. 주요 기술로는 음향진동 감지 시스템(e-DAS)과 온도감지 모니터링 시스템(e-DTS)이 있습니다.,Distributed Acoustic Sensing (e-DAS)|Distributed Temperature Sensing (e-DTS),가치있는 미래를 함께 만들어갈 인재,,True,
에듀베이스,http://www.edubase.co.kr,에듀베이스는 AI 스마트 학습을 통해 교육의 혁신을 추구합니다. 다양한 학습 솔루션을 제공하여 개인 맞춤형 학습 경험을 제공합니다.,AI 스마트 학습|개인 맞춤형 학습 솔루션,,,True,
에버에듀시스템,https://www.averedusystem.co.kr,에버에듀시스템은 교육 관련 솔루션을 제공하는 기업입니다. 다양한 시스템 구성도와 업무 흐름도를 통해 고객의 요구에 맞춘 프로그램을 개발합니다.,솔루션|프로그램 목록,,,True,
에스넷시스템,https://www.snetsystems.co.kr,"에스넷시스템은 AI Full-stack 인프라와 SDN, Cloud native Data Center, IT/OT 등 최신 서비스 기술과 결합하여 AI 산업 융합을 이끌어갈 대표기업으로 성장하고 있으며 디지털 혁신을 위한 컨설팅, 설계/구축, 운영, 유지보수 및 유통에 이르는 디지털 트랜스포메이션을 통해 새로운 가치 창출을 실행하고 있습니다.",AI Full Stack Infra|Cloud,,,True,
에스더블유엠,https://www.swm.ai,소프트웨어와 인공지능으로 미래 모빌리티의 안전을 책임집니다. 자율주행 플랫폼과 서비스 플랫폼을 통해 다양한 모빌리티 솔루션을 제공합니다.,Armstrong Platform|Service Platform,,,True,
에스디씨아이티,http://www.sdcit.co.kr,"SD CIT는 고객 맞춤형 IT 서비스를 제공하며, 비즈니스 경쟁력을 높이는 최적화된 솔루션을 통해 다양한 산업에 걸쳐 디지털 혁신을 지원합니다.",국내건설 ERP|해외건설 ERP|리조트 시스템|인사 시스템|재무 시스템|전자구매 시스템|건설검측 시스템|스마트공사 시스템|ITSM,,,True,
에스메이트,http://smate.kr,"주식회사 에스메이트는 SW 개발 및 공급, ITO 서비스를 제공하며, 고객중심의 사고와 기업의 투명성을 바탕으로 인재육성과 핵심역량 극대화, 팀워크 강화를 통해 IT산업의 중심적 역할을 다하는 핵심기업으로 도약하고 있습니다.",SW 개발 및 공급|ITO 서비스,"인재육성과 핵심역량 극대화, 팀워크 강화",,True,
에스브이,https://www.svinvest.com,"SV인베스트먼트는 뛰어난 운용성과를 바탕으로 최단기간 내 대형 VC로 성장하였습니다. 혁신기업에 투자하고, 글로벌 경쟁력과 확장성을 추구하며, 성공적인 투자를 통한 동반 성장을 목표로 합니다.",투자|VC 운영,각자가 맡은 분야에서 최고의 전문가가 되어 여러분의 꿈을 함께 이루며 성장해 나갈 수 있도록 노력하는 인재,"SV인베스트먼트를 이끌어가는 대표이사의 이야기를 전하며, 함께 꿈꾸며 도전해 나가겠다는 의지를 표현합니다.",True,
에스씨301의원,https://www.goodoc.co.kr,"굿닥은 병원 접수, 예약 및 비대면 진료를 제공하는 앱으로, 소아과, 산부인과, 비뇨기과 등 다양한 의료 서비스를 연결합니다. 사용자는 진료 가능한 병원 정보를 쉽게 확인하고, 대기 시간 없이 빠르게 진료를 받을 수 있습니다.",병원 접수 및 예약|비대면 진료,,,True,
에스알포스트,https://www.srpost.co.kr,"에스알포스트는 18년간 쌓아온 특화 도메인 지식을 바탕으로 AI 기반의 고객 경험 솔루션을 제공하는 기업입니다. 특히, Human-like AI Trinity를 통해 사람처럼 생각하고, 말하고, 보는 AI 기술을 개발하여 비즈니스의 효율성을 높이고 있습니다.",MIRVO|FALCON|FLAMINGO,,,True,
에스앤에프솔루션,http://www.snfsolution.com,"S&F SOLUTION은 IT 분야에서 NO.1을 목표로 하며, 다양한 솔루션을 제공하는 기업입니다. 고객의 요구에 맞춘 맞춤형 솔루션을 통해 비즈니스의 효율성을 극대화하는 데 중점을 두고 있습니다.",Mobile POS|S/W 솔루션,,,True,
에스에이치엘에이비,https://www.jobkorea.co.kr,"에스에이치엘에이비는 손해 보험업에 종사하는 대기업으로, 다양한 보험 상품을 제공하고 있습니다. 고객의 안전과 재정적 안정을 위해 최선을 다하고 있습니다.",손해 보험|보험 상품,,,True,
에스큐아이소프트,https://www.sqisoft.com,"SQI소프트는 고객의 성공을 이루는 파트너로, 직원들이 행복하게 일할 수 있는 일터를 제공하는 소프트웨어 개발 회사입니다. 다양한 산업에 맞춤형 솔루션을 제공하며, AI와 영상 인식 기술을 활용한 혁신적인 서비스를 개발하고 있습니다.",엘리가오더 기업 전용 사내 카페 및 식당 운영 관리 시스템|AI기반 지능형 영상 분석 솔루션,"자발적 연구, 열린 마음, 타인에 대한 배려",,True,
에스티에이테스팅컨설팅,https://sta.co.kr,"소프트웨어 테스팅 관련 모든 영역의 서비스를 전문적으로 제공하며, 고객의 비즈니스 및 조직의 환경에 최적화된 맞춤형 QA 서비스를 제공합니다.",컨설팅|테스트서비스,"실무적 전문성을 쌓으며 실력과 기술 수준의 1등을 지향하고, 지속적인 혁신을 위해 창의적 사고와 진취적 자세로 변화에 대응합니다.","AI 시대에 필요한 품질 전문성과 글로벌 표준 역량을 갖춘 테스팅 전문 기업으로 성장해 왔으며, 앞으로도 품질로 신뢰를 만드는 기업이 되겠습니다.",True,
에스피테크놀러지(주),https://www.sptek.co.kr,"SPTek은 2001년도부터 WIPI, WAP등의 이동통신 솔루션 사업을 시작으로 다양한 산업 분야의 ICT 사업을 전문으로 하는 기술 전문 기업으로 성장해왔습니다. 고객 니즈에 최적화된 서비스를 제공하며, 글로벌 시장의 변화에 Smart하고 유연성 있는 Service를 제공합니다.",모바일 서비스 플랫폼|IoT Device Middleware & SDK|Open Market Platform,,,True,
에이블정보,https://www.ableinfo.net,"에이블정보는 Microsoft 기반의 통합 커뮤니케이션 솔루션을 개발 및 공급하는 전문 회사로, 클라우드 비즈니스 환경에 적극적으로 대응하며 확장하고 있습니다.",문서보안 솔루션(AIP 기반)|클라우드 그룹웨어 서비스,,,True,
에이블짐정보,https://www.jobkorea.co.kr,"에이블짐정보는 구인구직 및 취업 정보를 제공하는 플랫폼으로, AI를 활용하여 사용자 맞춤형 채용 정보를 추천합니다. 다양한 산업 분야의 채용 공고를 제공하며, 경력직 및 신입직 채용 정보를 포함하고 있습니다.",구인구직 플랫폼|AI 기반 채용 정보 추천,,,True,
에이솔,http://mncrecords.com,,,,,False,페이지 크롤링 실패
에이아이매틱스,https://www.aimatics.ai,A.I.Matics는 AI 기술을 통해 다양한 솔루션을 제공하는 기업입니다. AI를 활용하여 실제 생활과 접목시키는 것을 목표로 하고 있습니다.,AI 솔루션|Vision AI,,,True,
에이아이맥스,http://www.ai-max.co.kr,,,,,True,
에이아이소울,https://aisoul.co.kr,AISOUL AI TECHNOLOGY는 AI를 통해 혁신적인 솔루션을 제공하는 기업입니다. AISOUL AI INNOVATION은 AI 기술을 활용하여 다양한 산업에 적용 가능한 솔루션을 개발하고 있습니다.,AI 기술 솔루션|산업별 AI 적용 솔루션,,,True,
에이아이스타,https://aistargroup.com,"에이아이스타는 인공지능을 활용하여 신소재 및 신약 발견의 혁신을 선도하고자 하는 기업입니다. 혁신과 지속 가능성을 중시하여, 신소재와 바이오산업 분야에서 인공지능 솔루션을 개발하고 있습니다.",AI 솔루션 Swift Matrix|Deep Discovery,,,True,
에이아이월드,https://www.ai-world.kr,,,,,False,페이지 크롤링 실패
에이아이커넥트,https://www.ai-connect.kr,"에이아이커넥트는 혁신적인 AI 기술을 통해 고객센터를 변모시키고, 고객에게 최적화된 시스템을 제공하는 IT 솔루션 기업입니다. AI, SNS, 시스템 통합 등의 분야에서 고객 가치를 창출하고 있습니다.",AI 기술 기반 고객센터 솔루션|IT 시스템 통합 서비스,,,True,
에이앤유디자인그룹건축사사무소,http://anudg.com,"ANU Design Group은 창조와 열정, 그리고 혁신의 정신을 바탕으로 출발한 건축설계전문회사로서 창의적인 디자인을 통한 풍요로운 도시공간의 가치 창출을 지향하는 건축·도시디자인 전문가그룹입니다.",건축설계|도시설계|기획설계|CM|VE|개발|기술연구소|감리,,,True,
에이엑스,https://ax.co.kr,AI 관련 기술 및 서비스 제공.,AI 솔루션|데이터 분석 서비스,,,True,
에이엔드,http://www.ianf.co.kr,,,,,True,
에이엠아이시스템즈,http://www.amisystems.co.kr,,,,,False,페이지 크롤링 실패
에이치와이소프트,https://www.jobkorea.co.kr,,,,,True,
에이케이아이에스,https://www.akis.co.kr,"AK아이에스는 고객의 비즈니스 혁신을 선도하며, IT를 통해 기업의 의사결정과 실행을 자동화하는 AI Agent를 제공합니다. 다양한 산업 분야에서 최적화된 IT 서비스를 통해 고객에게 최고의 가치를 제공합니다.",Enterprise AI Agent 플랫폼 'AKeeON'|IT Outsourcing,,,True,
에이티이정보,http://ate-service.com,"에이티이정보는 중고 반도체 장비의 판매 및 수리 서비스를 제공하는 기업입니다. 다양한 제품군을 보유하고 있으며, 테스트 개발에 특화된 서비스를 제공합니다.",중고 반도체 장비|부품 판매 및 임대,,,True,
에임비랩,https://www.aimbelab.com,에임비랩은 사료 관리 서비스를 제공하여 농가의 사료 잔량과 상태를 데이터 기반으로 관리할 수 있도록 돕습니다. 이를 통해 운영 효율성을 높이고 비용 절감을 실현합니다.,사료 관리 서비스|마이피드,,,True,
에프아이솔루션,https://www.jobplanet.co.kr,,,,,True,
에프앤가이드,FnGuide.com,"에프앤가이드는 금융 시장 데이터 분석 시스템을 제공하며, 투자자들에게 빠르고 정확한 기업 및 투자 분석을 지원합니다. 다양한 리서치와 목표주가 변경 정보를 통해 투자 결정을 돕습니다.",DataGuide|QuantiWise,,,True,
에프지아이,null,null,null,null,null,True,
엑센솔루션,https://www.xnsolution.co.kr,,,,,False,페이지 크롤링 실패
엑소코바이오,http://www.exocobio.com,,,,,False,페이지 크롤링 실패
엑스퍼트컨설팅,https://www.exc.co.kr,"엑스퍼트컨설팅은 HR 진단 및 평가, 직장 적합도 진단, HRM 컨설팅, 인사관리 및 교육 솔루션을 제공하는 전문 기업입니다. 다양한 교육 프로그램과 컨설팅 서비스를 통해 조직의 성과 향상과 인재 개발을 지원합니다.",HR 진단·평가|리더십 교육,,,True,
엔게임즈,https://bizno.net,,,,,True,
엔디에스,https://nongshimnds.com,"엔디에스는 CLOUD, AI, Big Data, Security 등 전략 기술 및 헬스케어, 보건복지, 공금융 등 사업분야에서 최고의 IT서비스를 제공하는 기업입니다. 데이터 기반 혁신으로 고객의 사업적 고민을 해결합니다.",클라우드 서비스|AI/ML 서비스,최고의 IT 전문 역량,,True,
엔레드,https://bluecvs.com,"더블루캔버스는 AI 기반 전략으로 차별화된 디지털 경험을 설계하며, 데이터 기반 인사이트와 창의적인 디자인으로 비즈니스 임팩트를 만드는 웹 경험을 구축합니다.","홈페이지·랜딩페이지 제작|Visual AI, UX 컨설팅, 마케팅, SNS관리",,,True,
엔솔루션스,https://www.youtube.com,"YouTube는 모든 사람에게 목소리를 제공하고 세상을 보여주는 것을 사명으로 하고 있습니다. 우리는 모든 사람이 목소리를 가질 자격이 있으며, 이야기를 통해 서로를 듣고 공유하며 커뮤니티를 구축할 때 세상이 더 나은 곳이 된다고 믿습니다.",YouTube|광고,,,True,
엔스크린,https://www.youtube.com,,,,,True,
엔아이티서비스,https://www.nits-corp.com,NIT Service는 현재 및 미래의 IT 인프라와 보안 서비스를 제공하는 전문 IT 기술 서비스 기업입니다. 네이버의 다양한 서비스와 네이버 클라우드 서비스 제공에 필요한 최고의 경험과 기술을 보유하고 있습니다.,보안 관제/운영/진단|IDC 운영|기업형 클라우드 운영|기술 지원|네트워크 운영,"의미 있는 일, 함께 하실 동료를 기다립니다.",,True,
엔에스원소프트,https://nsonesoft.com,"엔에스원소프트는 5G, AIoT, 빅데이터, 해양 기술을 융합하여 스마트 항만 및 물류 서비스 플랫폼을 개발하고, 자율운항선박 및 해양 ICT 서비스를 제공하는 기업입니다. 또한, 재난안전통신망과 같은 통신 인프라를 통해 안전하고 효율적인 해양 서비스를 구현합니다.",NS1 TEAMS 솔루션|해양 모빌리티 서비스,창의적인 사고와 프로의식을 겸비하고 책임을 다하는 인재상,,True,
엔에이치엔케이씨피,https://www.instagram.com,,,,,True,
엔에이치엔페이코,https://company.payco.com,"PAYCO는 간편결제 서비스를 시작으로 다양한 결제 수단 및 사용처를 확장한 결제 서비스입니다. 최적의 쿠폰과 포인트 혜택을 제공하며, 기업복지와 금융 상품 등 생활밀착형 플랫폼으로 진화하고 있습니다.",간편결제 서비스|PAYCO 포인트,"자율적이고 수평적인 조직 문화, 개인의 창의성을 최대한 발휘할 수 있는 환경",,True,
엔에프에스시스템,http://www.nfscompany.com,,Magnetic Fluid Seal|Vacuum Valve & Component,,,True,
엔지니어스토리,https://www.jobkorea.co.kr,,,,,True,
엔코씨앤에스,http://www.encocns.com,"엔코씨앤에스는 채용정보 솔루션을 제공하는 기업으로, IFRS 및 국제회계기준, 위험기준자기자본 관련 서비스를 포함합니다.",채용정보 솔루션|온라인지원,,,True,
엔키화이트햇,https://www.enki.co.kr,,,,,True,
엔투에이아이,http://www.n2ai.co.kr,엔투에이아이는 AI와 ERP를 결합하여 안전한 헬스케어를 지원하는 솔루션을 제공합니다. 주요 사업은 헬스케어 안전 관리와 AI 기반의 데이터 분석을 통해 의료 환경을 개선하는 것입니다.,HealthCare Safety ERP|AI 기반 데이터 분석,,,True,
엘로이랩,https://elroilab.com/,"엘로이랩은 AI딥러닝 SW와 초분광기술 HW를 결합하여 품질관리 솔루션을 제공합니다. 사람의 눈으로 볼 수 없는 영역을 검출하며, AI딥러닝 시스템을 접목하여 자동화 공정에 이상적 시스템을 제공합니다.",SAI-Food|SAI-Delta|SAI-Research,,,True,
엘프프로페셔널,https://www.elf.co.kr,"엘프프로페셔널은 음악 관련 서비스와 제품을 제공하는 기업입니다. 색소폰 관련 행사와 신곡 리스트를 관리하며, 고객 지원을 위한 다양한 서비스를 운영하고 있습니다.",색소폰 관련 서비스|음악 신곡 리스트,,,True,
엘핀,https://www.lfin.kr,"엘핀은 복합 위치 인증 기술을 활용하여 사용자 맞춤형 솔루션을 제공하는 회사입니다. 세상에서 가장 정확한 위치 인증을 목표로 하며, 다양한 산업에 걸쳐 위치 기반 서비스를 제공합니다.",위치 인증 서비스|위치 기반 서비스,,,True,
엠넷정보통신,http://www.mnetinfo.co.kr,"엠넷정보통신은 정보보안 시스템인 차세대방화벽, VPN 및 비대면 업무환경을 위한 재택근무용 SSL VPN플랫폼, AI한국형 분석솔루션(ThreatTracker) 등 다양한 제품 공급에 최선을 다하고 있습니다.",차세대방화벽|SSL VPN플랫폼|AI한국형 분석솔루션(ThreatTracker),신뢰할 수 있는 전문성 있는 구성원,CEO는 고객을 먼저 생각하며 최고의 정성과 기술로 만족을 드리겠다고 다짐하고 있습니다.,True,
엠비씨아카데미 컴퓨터교육센터,https://www.saramin.co.kr,,,,,True,
엠시큐어,https://www.msecure.co,"엠시큐어는 화이트해커 기반의 멤버로 이루어진 해킹&보안 전문 기업입니다. 보안 솔루션 개발, 소프트웨어 취약점 연구 그리고 전문적인 취약점 컨설팅을 서비스하고 있습니다.",브이파인더 모바일 안드로이드 / 아이폰 앱 취약점 점검 도구|세이프씽 안티바이러스 솔루션|스파이스캐너 감시 분석 솔루션|세이프보이스 음성 분석 기반 보이스피싱 방지,,,True,
엠아이큐브솔루션,micube.ai,"엠아이큐브솔루션은 스마트팩토리, MES, 생산관리시스템 구축을 전문으로 하며, 제조 데이터 기반의 디지털 전환을 실현하는 최고의 동반자입니다. 제조 빅데이터 분석과 활용을 통해 생산성을 높이고, 디지털 기반의 혁신 인사이트를 발굴합니다.",스마트팩토리|MES,,,True,
엠엠피아이,http://www.mmpint.com,"엠엠피아이는 e-Market Place를 통해 MRO 관련 제품 및 서비스를 제공하는 기업입니다. 고객의 요구에 맞춘 MRO 솔루션을 제공하며, IT 관련 서비스도 포함됩니다.",MRO 제품|IT 서비스,,,True,
엠티에스컴퍼니,http://www.mtsco.co.kr,㈜엠티에스컴퍼니는 AI 기반의 기업 비즈니스 메시징 및 AI 주도 타겟 커뮤니케이션 서비스를 제공합니다. Ai-Alpa 플랫폼은 병리학에 중점을 두고 의료 진단 및 예측을 위한 AI 솔루션을 제공합니다.,AI ICT Solutions|Ai-Alpa Platform,,,True,
엠플러스정보시스템,http://www.mplusit.com,,,,,True,
영성미디어,https://m.jobkorea.co.kr,,,,,True,
예가비즈,https://www.yegabiz.com,,,,,True,
오로라월드,https://auroraworld.com,"오로라월드는 전 세계 아이들과 가족에게 웃음과 행복을 선물하는 글로벌 토이 브랜드로, 최고의 품질과 창의적인 디자인을 바탕으로 성장해왔습니다. 앞으로 환경 친화적인 제품을 개발하고, 기업의 사회적 책임을 실천하며 전 세계 토이 & 콘텐츠 산업을 이끄는 선두주자로 나아가겠습니다.",토이|콘텐츠,,,True,
오륜디지탈,https://www.oryundigital.co.kr,저희 오륜디지탈은 21세기 사회문화발전을 선도하는 IT산업의 솔루션 및 서비스 사업 분야의 IT아웃소싱 비즈니스를 통해 고객이 원하는 만족할만한 수준의 서비스를 제공하기 위해 노력하고 있습니다.,SI 서비스|SM 서비스,,,True,
오버데어코리아,https://www.overdare.com,"오버데어코리아는 모바일 UGC 게임 플랫폼을 제공하며, 사용자들이 게임을 플레이하고 아바타를 커스터마이즈할 수 있는 새로운 경험을 제공합니다. 또한, Unreal Engine 5를 기반으로 한 UGC 도구를 통해 게임과 3D 자산을 생성할 수 있는 서비스를 제공합니다.",OVERDARE App|OVERDARE Studio,,,True,
오비맥주,https://www.ob.co.kr,오비맥주는 1933년부터 90여년간 대한민국의 주류 산업을 이끌어온 맥주 전문기업입니다. 최고의 맥주를 생산하기 위해 최신 자동화 설비를 갖춘 양조장에서 엄격한 품질 관리와 숙련된 전문가들에 의해 황금빛 맥주가 탄생합니다.,카스|한맥|스텔라 아르투아|호가든|코로나|OB라거|구스아일랜드|핸드엔몰트|미켈롭 울트라|카프리|산토리 레드락|저스트 라이트|하얼빈|레페브라운|트리펠카르멜리엇,,,True,
오상테크놀로지,https://www.osangtech.co.kr,,,,,False,페이지 크롤링 실패
오션블루,https://www.kayak.co.kr,"오션블루는 항공권, 호텔, 렌터카를 검색하고 비교하는 서비스를 제공합니다. 다양한 여행지의 특가 정보를 제공하여 여행 계획을 돕습니다.",항공권 검색|호텔 예약|렌터카 서비스,,,True,
오션스바이오,https://career.oceansbio.com,"오션스바이오는 전자약 시장에 뛰어든 High-Tech 스타트업으로, 뇌 신경망 연구 기술을 바탕으로 전기자극을 통해 미주신경에 직접작용하는 뇌 신경질환 치료를 위한 이식형 전자약과 초소형 웨어러블 디바이스를 개발하고 있습니다.",이식형 전자약|초소형 웨어러블 디바이스,초고속 성장을 이끌 새로운 Oceaner's를 찾고 있습니다.,,True,
오스랩스,https://www.authlabs.kr,"오스랩스는 자체 인증기술을 활용한 다양한 솔루션, 서비스 그리고 플랫폼을 제공합니다. 사용자/기기/거래/관계 중심의 융합인증 플랫폼을 운영하며, 보안·인증 솔루션 및 서비스 개발 전문가들로 구성되어 있습니다.",융합인증 플랫폼|보안·인증 솔루션,,,True,
오아시스펀딩,https://oasisfund.kr,"오아시스펀드는 초저금리 시대에 투자자들의 갈증을 해소하는 핀테크 기업으로, 공정하고 안전한 금융 서비스를 제공합니다. 금융위원회의 온라인투자연계금융업 등록 기업으로, 다각도의 금융 빅데이터를 바탕으로 선별한 투자상품을 제공합니다.",온라인투자연계금융업|투자상품,,"오아시스펀드는 고객의 금융 갈증을 해소하기 위해 노력하며, 안전한 투자환경을 제공하기 위해 최선을 다하고 있습니다.",True,
오엠티아이코리아 영업소,https://m.jobkorea.co.kr,,,,,True,
오토앤,https://www.auton.kr,"오토앤은 모빌리티 생활의 모든 것을 제공하는 이커머스 플랫폼으로, 자동차 애프터마켓 시장에서 고객 수요를 발견하고 필요한 상품과 서비스를 한곳에 모아 선보이고 있습니다. 또한, O2O 기반 이동수단에 특화된 IoT 커머스 플랫폼을 개발 중입니다.",이커머스 플랫폼|O2O 기반 IoT 연계 초 개인화 서비스,,,True,
오퍼스케이,https://www.jobplanet.co.kr,,,,,True,
오픈마인즈,http://www.omcst.com/,"오픈마인즈는 SI, SM 웹/앱 개발 전문 기업으로, 빅데이터, AI, IoT 등 다양한 IT 기술을 활용하여 고객 가치를 증진하는 서비스를 제공합니다. 2016년 설립 이후, 제조, 인사, 공공사업 등 전 분야에 걸쳐 전문적인 기술력과 노하우를 바탕으로 혁신을 추구하고 있습니다.",웹/앱 개발|빅데이터 분석|AI 솔루션,,"오픈마인즈는 고객과 함께 성장하며 더욱 가치있는 미래를 만들기 위해 노력하고 있으며, 임직원 모두 하나라는 생각으로 발전하겠습니다.",True,
오픈에스티,http://kwangdongst.com,"광동에스티(주)는 2011년 경기도 하남시에서 한국산업표준을 기본으로 하는 건축용 강제 받침재 제조를 시작하였으며, 현재는 다양한 제품을 제공하기 위해 경기도 화성시에 제2공장을 운영하고 있습니다.",건축용 강제 받침재|천장 마감재,"따뜻하고 능력있는 해결사, 창의적 사고로 앞서가는 건축내장재 분야의 선구자","광동에스티(주)는 여러분과 함께 걸어가야 할 길이 어떤 모습인지 정확히 알 수는 없지만, 그 길이 험난하지 않고 즐겁고 희망찬 길이 될 수 있도록 노력하겠습니다.",True,
오픈테크,https://openapi.shinhan.com,"신한 Open API는 신한금융그룹만의 데이터와 다양한 금융서비스를 고객에게 제공하는 플랫폼입니다. API 이용자와 사용량이 현재 0이며, 제휴사 수는 160개입니다.",신한 Open API|금융서비스,,,True,
온브릭스 주식회사,https://www.onbrix.co.kr,,,,,False,페이지 크롤링 실패
올리브인터넷,https://www.oliveyoung.co.kr,,,,,False,페이지 크롤링 실패
올윈에듀,https://service.allwinedu.com,"올윈에듀는 기업교육 전문 기관으로, 법정의무교육, 직무역량교육, 산업안전보건교육 등 다양한 교육 콘텐츠를 제공하며, 고객 맞춤형 콘텐츠 제작 능력을 갖추고 있습니다. 5년 이상 계약 유지 고객 비율이 90%에 달하며, 6,000여 개의 교육 과정을 OTT처럼 구독할 수 있는 서비스를 운영하고 있습니다.",법정의무교육|산업안전보건교육|AI 역량 진단,,,True,
옴니케어,https://www.omnicare.biz,"옴니케어는 기업 임직원과 가족, 퇴직자, 개인을 위한 건강관리 구조를 설계하는 헬스케어 플랫폼입니다. 검진 기획부터 예약 시스템, 검진 운영 및 사후 관리까지 전 과정을 지원합니다.",건강 검진 서비스|맞춤형 건강 관리 프로그램,,,True,
와이비엠넷,https://company.ybmnet.co.kr,"YBM넷은 국내 온라인 교육 시장의 발전과 함께 성장해왔으며, 2000년 6월에 출범하여 온라인 교육시장을 이끌고 있습니다. 오프라인 교육 시장에도 진출하여 성장을 계속하고 있으며, 블렌디드 러닝 서비스를 넘어 스마트 러닝 사업에도 힘을 쏟고 있습니다.",YBM 인강|YBM 기업교육,꿈과 미래가 있는 회사,YBM넷의 새로운 도전이 시작됩니다.,True,
와이에스네오,https://www.mss.go.kr,"중소기업 분야 정상화 과제를 제안하고, K-푸드 스마트제조 얼라이언스를 통해 제조 혁신을 지원합니다. 또한, 소상공인협동조합과의 간담회를 통해 현장의 목소리를 반영하고 있습니다.",K-푸드 스마트제조|소상공인협동조합 지원,,,True,
와이에스지,https://www.jobplanet.co.kr,,,,,False,페이지 크롤링 실패
와이엘피,https://daitjana.com,"와이엘피는 가구 및 인테리어 제품을 전문으로 판매하는 업체입니다. 다양한 생활용품과 건강 관련 제품도 취급하고 있으며, 고객에게 포인트 혜택과 빠른 배송 서비스를 제공합니다.",에넥스 아치중문|에넥스 중문 로랑 초슬림 알루미늄,,,True,
와이즈스톤티,https://www.wisestone-t.com,"와이즈스톤티는 소프트웨어 품질 테스트 전문 기업으로, 다년간의 경험을 바탕으로 국내 테스트 산업을 선도하고 있습니다. 다양한 산업에서 소프트웨어 테스트 서비스를 제공하며, 고객 맞춤형 솔루션을 통해 최상의 품질을 추구합니다.",소프트웨어 테스트|컨설팅 서비스,,"와이즈스톤티는 소프트웨어 품질에 집중해 온 전문 기업으로, 기술력과 전문성을 인정받아 다양한 산업 영역에서 서비스를 제공하고 있습니다. 지속 가능한 가치와 책임 있는 기업 문화를 추구하며, ICT 시대에 품질을 책임지는 기업이 되겠다는 의지를 담고 있습니다.",True,
와이티아이엔에스,http://www.ytins.co.kr,와이티아이엔에스는 BigData와 AI를 활용한 디지털 트랜스포메이션을 통해 최고의 가치를 창출하는 것을 목표로 하고 있습니다. IT 아웃소싱 및 다양한 IT 솔루션을 제공하여 고객의 비즈니스 성장을 지원합니다.,BigData|AI|IT Outsourcing|IT Solution,,,True,
와커스,https://wacuskorea.com,"와커스는 기획부터 개발, SEO 최적화, 홍보까지 원스톱으로 제공하는 디지털 마케팅 에이전시입니다. 웹 개발과 디지털 마케팅을 통합하여 브랜드의 성장을 지원합니다.",웹 개발|디지털 마케팅,,,True,
와탭랩스,https://whatap.io,"와탭랩스는 AI 네이티브 옵저버빌리티 플랫폼을 제공하는 기업으로, 다양한 모니터링 서비스를 통해 애플리케이션, 서버, 쿠버네티스, 데이터베이스 등을 통합적으로 관리할 수 있는 솔루션을 제공합니다. 고객의 운영 인사이트를 신속하게 분석하고 지원하는 데 중점을 두고 있습니다.",WhaTap AI|GPU 모니터링,,,True,
우리에프아이에스,https://www.woorifis.com,"우리에프아이에스는 우리금융그룹의 종합금융 IT전문 회사로, 금융IT 서비스 개발 및 IT Infra 운영 서비스를 제공합니다. 디지털 금융의 미래를 선도하는 IT 전문기업으로서 혁신을 통해 가치를 창출하고 있습니다.",금융IT 서비스 개발|IT Infra 운영 서비스,"직원과 함께 성장하는 인재양성, 행복의 가치를 키워가는 전문가",,True,
원스글로벌,http://www.onesglobal.com,원스글로벌은 의약품 정보 제공 및 헬스케어 서비스를 통해 안전한 사회를 만드는 것을 목표로 하고 있습니다. 연구자와 전문가를 연결하는 플랫폼과 맞춤형 의약품 구매 대행 서비스를 제공합니다.,ConnectDI|Connected-U|ConnectCare,신뢰할 수 있는 데이터를 제공해 안전한 사회를 만듭니다.,신뢰할 수 있는 데이터를 제공해 안전한 사회를 만듭니다.,True,
원오원,https://www.facebook.com,,,,,False,페이지 크롤링 실패
웨버씨엔에스,https://wever.kr,"웨버씨엔에스는 데이터와 브랜딩 전략을 기반으로 다양한 홈페이지와 플랫폼을 구축하는 전문 기업입니다. 사람과 세상을 위한 웹의 가치를 믿으며, 문제를 해결하고 세상을 바꿀 수 있는 웹서비스와 솔루션을 개발하고 운영합니다.",웹 기반 플랫폼|웹 서비스 솔루션,,,True,
웨이브,https://www.wavve.com,,,,,True,
웰페어코리아,https://wellkor.alsslmoa.com,"웰페어코리아는 으뜸효율 가전제품 환급사업을 통해 에너지소비효율 최고등급 가전제품을 구매한 소비자에게 환급금을 지원하는 사업을 운영하고 있습니다. 이 사업은 만 19세 이상의 대한민국 국민을 대상으로 하며, 구매가격의 10%를 환급받을 수 있습니다.",으뜸효율 가전제품 환급사업,,,True,
웹라이트WEBLIGHT C,https://thewiki.kr,"더위키는 자유롭게 기여가 가능한 위키 사이트로, 나무위키의 DB 덤프와 나무마크를 사용하여 운영됩니다. 이용자는 법률을 위배하지 않는 범위 내에서 편집할 수 있습니다.",위키 사이트|정보 공유 플랫폼,,,True,
웹브라이트,https://www.instagram.com,,,,,True,
위드위,https://withwe.kr,위드위는 AI 기반의 솔루션을 제공하여 고객의 문제를 해결하는 데 중점을 두고 있습니다. 다양한 산업에 걸쳐 혁신적인 기술을 통해 고객의 요구에 맞춘 서비스를 제공합니다.,AI 솔루션|고객 맞춤형 서비스,,,True,
